OrderID,OrderDate,DispatchDate,ETA,DeliveryDate,OriginPlant,DestinationWarehouse,TransportMode,Supplier,DelayReason
O-2501,2023-05-24,2023-05-25,2023-05-28,2023-05-31,Chennai,Mumbai_WH,Air,Supplier_D,Weather
O-2502,2023-11-21,2023-11-24,2023-11-26,2023-11-27,Bengaluru,Delhi_WH,Air,Supplier_D,Traffic
O-2503,2023-06-27,2023-06-29,2023-07-03,2023-07-04,Hyderabad,Delhi_WH,Road,Supplier_D,Transport Breakdown
O-2504,2023-01-25,2023-01-28,2023-02-01,2023-02-01,Hyderabad,Mumbai_WH,Sea,Supplier_B,None
O-2505,2023-09-14,2023-09-16,2023-09-18,2023-09-18,Hyderabad,Mumbai_WH,Road,Supplier_D,None
O-2506,2023-02-15,2023-02-16,2023-02-21,2023-02-21,Pune,Mumbai_WH,Sea,Supplier_C,None
O-2507,2023-02-12,2023-02-15,2023-02-21,2023-02-24,Hyderabad,Kolkata_WH,Road,Supplier_A,Traffic
O-2508,2023-08-08,2023-08-10,2023-08-16,2023-08-19,Chennai,Delhi_WH,Air,Supplier_C,Customs Delay
O-2509,2023-06-16,2023-06-18,2023-06-24,2023-06-25,Bengaluru,Kolkata_WH,Rail,Supplier_D,Customs Delay
O-2510,2023-11-10,2023-11-11,2023-11-16,2023-11-18,Bengaluru,Kolkata_WH,Rail,Supplier_B,Customs Delay
O-2511,2023-04-28,2023-04-30,2023-05-06,2023-05-07,Hyderabad,Ahmedabad_WH,Road,Supplier_C,Customs Delay
O-2512,2023-06-25,2023-06-27,2023-07-02,2023-07-03,Bengaluru,Mumbai_WH,Sea,Supplier_C,Traffic
O-2513,2023-12-12,2023-12-15,2023-12-21,2023-12-22,Pune,Delhi_WH,Rail,Supplier_C,Transport Breakdown
O-2514,2023-03-27,2023-03-28,2023-03-31,2023-04-01,Chennai,Ahmedabad_WH,Road,Supplier_A,Transport Breakdown
O-2515,2023-10-12,2023-10-14,2023-10-18,2023-10-21,Pune,Delhi_WH,Road,Supplier_B,Weather
O-2516,2023-08-24,2023-08-26,2023-09-01,2023-08-31,Bengaluru,Delhi_WH,Road,Supplier_A,None
O-2517,2023-12-15,2023-12-16,2023-12-21,2023-12-21,Pune,Kolkata_WH,Road,Supplier_B,None
O-2518,2023-07-08,2023-07-11,2023-07-15,2023-07-18,Hyderabad,Mumbai_WH,Road,Supplier_D,Transport Breakdown
O-2519,2023-02-08,2023-02-10,2023-02-13,2023-02-12,Chennai,Delhi_WH,Sea,Supplier_A,None
O-2520,2023-08-15,2023-08-16,2023-08-20,2023-08-23,Hyderabad,Ahmedabad_WH,Air,Supplier_C,Traffic
O-2521,2023-01-13,2023-01-16,2023-01-19,2023-01-20,Chennai,Ahmedabad_WH,Sea,Supplier_C,Customs Delay
O-2522,2023-03-27,2023-03-28,2023-04-01,2023-04-01,Chennai,Mumbai_WH,Rail,Supplier_B,None
O-2523,2023-05-16,2023-05-19,2023-05-23,2023-05-25,Pune,Ahmedabad_WH,Air,Supplier_D,Weather
O-2524,2023-08-19,2023-08-20,2023-08-26,2023-08-25,Chennai,Ahmedabad_WH,Rail,Supplier_A,None
O-2525,2023-02-11,2023-02-13,2023-02-18,2023-02-18,Pune,Ahmedabad_WH,Air,Supplier_A,None
O-2526,2023-10-05,2023-10-06,2023-10-11,2023-10-10,Hyderabad,Mumbai_WH,Air,Supplier_B,None
O-2527,2023-08-27,2023-08-29,2023-09-01,2023-09-04,Bengaluru,Mumbai_WH,Road,Supplier_D,Weather
O-2528,2023-09-14,2023-09-16,2023-09-22,2023-09-22,Pune,Delhi_WH,Road,Supplier_A,None
O-2529,2023-01-19,2023-01-21,2023-01-24,2023-01-27,Bengaluru,Ahmedabad_WH,Sea,Supplier_A,Traffic
O-2530,2023-10-10,2023-10-11,2023-10-15,2023-10-18,Bengaluru,Delhi_WH,Air,Supplier_D,Traffic
O-2531,2023-03-12,2023-03-14,2023-03-17,2023-03-19,Chennai,Ahmedabad_WH,Air,Supplier_A,Traffic
O-2532,2023-10-07,2023-10-08,2023-10-14,2023-10-15,Chennai,Kolkata_WH,Road,Supplier_B,Customs Delay
O-2533,2023-03-25,2023-03-28,2023-03-30,2023-03-31,Bengaluru,Delhi_WH,Road,Supplier_C,Traffic
O-2534,2023-09-10,2023-09-12,2023-09-14,2023-09-16,Hyderabad,Delhi_WH,Air,Supplier_C,Traffic
O-2535,2023-07-20,2023-07-22,2023-07-28,2023-07-28,Pune,Delhi_WH,Rail,Supplier_A,None
O-2536,2023-05-24,2023-05-25,2023-05-29,2023-05-30,Bengaluru,Ahmedabad_WH,Air,Supplier_A,Transport Breakdown
O-2537,2023-06-24,2023-06-25,2023-06-27,2023-06-28,Hyderabad,Kolkata_WH,Road,Supplier_C,Weather
O-2538,2023-08-21,2023-08-24,2023-08-30,2023-08-31,Hyderabad,Delhi_WH,Sea,Supplier_B,Weather
O-2539,2023-08-25,2023-08-26,2023-09-01,2023-09-04,Hyderabad,Kolkata_WH,Air,Supplier_C,Transport Breakdown
O-2540,2023-01-06,2023-01-08,2023-01-13,2023-01-16,Pune,Ahmedabad_WH,Sea,Supplier_D,Customs Delay
O-2541,2023-12-01,2023-12-02,2023-12-08,2023-12-11,Hyderabad,Delhi_WH,Air,Supplier_C,Transport Breakdown
O-2542,2023-10-11,2023-10-14,2023-10-19,2023-10-19,Bengaluru,Mumbai_WH,Air,Supplier_C,None
O-2543,2023-11-12,2023-11-15,2023-11-18,2023-11-19,Chennai,Mumbai_WH,Sea,Supplier_A,Weather
O-2544,2023-08-13,2023-08-16,2023-08-21,2023-08-22,Chennai,Kolkata_WH,Rail,Supplier_B,Customs Delay
O-2545,2023-05-06,2023-05-07,2023-05-09,2023-05-12,Hyderabad,Kolkata_WH,Rail,Supplier_C,Traffic
O-2546,2023-01-16,2023-01-18,2023-01-24,2023-01-26,Pune,Kolkata_WH,Sea,Supplier_B,Transport Breakdown
O-2547,2023-08-01,2023-08-02,2023-08-08,2023-08-11,Pune,Ahmedabad_WH,Sea,Supplier_A,Customs Delay
O-2548,2023-10-23,2023-10-24,2023-10-29,2023-11-01,Hyderabad,Mumbai_WH,Rail,Supplier_C,Transport Breakdown
O-2549,2023-06-09,2023-06-11,2023-06-13,2023-06-13,Chennai,Ahmedabad_WH,Road,Supplier_A,None
O-2550,2023-12-04,2023-12-07,2023-12-09,2023-12-08,Hyderabad,Mumbai_WH,Rail,Supplier_C,None
O-2551,2023-01-27,2023-01-28,2023-02-02,2023-02-01,Pune,Mumbai_WH,Sea,Supplier_C,None
O-2552,2023-08-07,2023-08-08,2023-08-10,2023-08-11,Hyderabad,Delhi_WH,Sea,Supplier_B,Weather
O-2553,2023-01-23,2023-01-26,2023-01-28,2023-01-31,Bengaluru,Kolkata_WH,Sea,Supplier_A,Transport Breakdown
O-2554,2023-05-02,2023-05-03,2023-05-06,2023-05-09,Pune,Mumbai_WH,Road,Supplier_B,Transport Breakdown
O-2555,2023-08-08,2023-08-09,2023-08-15,2023-08-17,Bengaluru,Delhi_WH,Rail,Supplier_C,Traffic
O-2556,2023-10-26,2023-10-28,2023-10-31,2023-11-02,Hyderabad,Mumbai_WH,Rail,Supplier_C,Customs Delay
O-2557,2023-12-29,2023-12-31,2024-01-05,2024-01-05,Chennai,Ahmedabad_WH,Rail,Supplier_D,None
O-2558,2023-06-22,2023-06-24,2023-06-28,2023-06-28,Hyderabad,Delhi_WH,Road,Supplier_C,None
O-2559,2023-01-26,2023-01-29,2023-02-02,2023-02-01,Bengaluru,Delhi_WH,Road,Supplier_D,None
O-2560,2023-11-01,2023-11-02,2023-11-04,2023-11-04,Pune,Kolkata_WH,Sea,Supplier_B,None
O-2561,2023-04-05,2023-04-06,2023-04-11,2023-04-12,Bengaluru,Ahmedabad_WH,Rail,Supplier_A,Traffic
O-2562,2023-08-18,2023-08-20,2023-08-23,2023-08-23,Pune,Kolkata_WH,Air,Supplier_B,None
O-2563,2023-03-28,2023-03-29,2023-04-03,2023-04-03,Chennai,Delhi_WH,Rail,Supplier_C,None
O-2564,2023-08-21,2023-08-23,2023-08-25,2023-08-26,Hyderabad,Kolkata_WH,Air,Supplier_A,Weather
O-2565,2023-11-03,2023-11-04,2023-11-06,2023-11-08,Hyderabad,Ahmedabad_WH,Rail,Supplier_A,Transport Breakdown
O-2566,2023-12-10,2023-12-13,2023-12-16,2023-12-17,Pune,Mumbai_WH,Sea,Supplier_C,Customs Delay
O-2567,2023-11-19,2023-11-22,2023-11-25,2023-11-24,Pune,Mumbai_WH,Air,Supplier_C,None
O-2568,2023-01-29,2023-01-30,2023-02-02,2023-02-03,Hyderabad,Mumbai_WH,Rail,Supplier_B,Traffic
O-2569,2023-10-28,2023-10-30,2023-11-01,2023-11-02,Hyderabad,Delhi_WH,Air,Supplier_C,Customs Delay
O-2570,2023-04-30,2023-05-03,2023-05-05,2023-05-07,Chennai,Kolkata_WH,Road,Supplier_A,Traffic
O-2571,2023-12-21,2023-12-23,2023-12-27,2023-12-28,Bengaluru,Kolkata_WH,Road,Supplier_D,Transport Breakdown
O-2572,2023-03-10,2023-03-11,2023-03-17,2023-03-18,Bengaluru,Ahmedabad_WH,Air,Supplier_D,Transport Breakdown
O-2573,2023-08-24,2023-08-25,2023-08-29,2023-08-29,Hyderabad,Ahmedabad_WH,Air,Supplier_C,None
O-2574,2023-11-04,2023-11-05,2023-11-10,2023-11-13,Bengaluru,Mumbai_WH,Air,Supplier_A,Traffic
O-2575,2023-11-02,2023-11-03,2023-11-07,2023-11-06,Pune,Ahmedabad_WH,Sea,Supplier_A,None
O-2576,2023-01-01,2023-01-04,2023-01-10,2023-01-09,Hyderabad,Mumbai_WH,Rail,Supplier_B,None
O-2577,2023-11-06,2023-11-08,2023-11-14,2023-11-17,Bengaluru,Ahmedabad_WH,Road,Supplier_B,Weather
O-2578,2023-07-14,2023-07-17,2023-07-23,2023-07-25,Bengaluru,Ahmedabad_WH,Rail,Supplier_C,Transport Breakdown
O-2579,2023-05-08,2023-05-09,2023-05-15,2023-05-14,Chennai,Kolkata_WH,Sea,Supplier_D,None
O-2580,2023-09-04,2023-09-05,2023-09-07,2023-09-07,Hyderabad,Ahmedabad_WH,Road,Supplier_B,None
O-2581,2023-03-15,2023-03-17,2023-03-19,2023-03-19,Bengaluru,Delhi_WH,Rail,Supplier_B,None
O-2582,2023-11-20,2023-11-22,2023-11-25,2023-11-28,Hyderabad,Ahmedabad_WH,Air,Supplier_B,Transport Breakdown
O-2583,2023-06-10,2023-06-11,2023-06-17,2023-06-18,Pune,Mumbai_WH,Road,Supplier_A,Customs Delay
O-2584,2023-07-03,2023-07-04,2023-07-10,2023-07-13,Hyderabad,Mumbai_WH,Air,Supplier_B,Transport Breakdown
O-2585,2023-07-15,2023-07-18,2023-07-23,2023-07-25,Bengaluru,Kolkata_WH,Air,Supplier_C,Traffic
O-2586,2023-07-31,2023-08-02,2023-08-07,2023-08-06,Pune,Delhi_WH,Road,Supplier_A,None
O-2587,2023-06-17,2023-06-18,2023-06-23,2023-06-25,Hyderabad,Delhi_WH,Rail,Supplier_B,Weather
O-2588,2023-05-01,2023-05-03,2023-05-05,2023-05-06,Chennai,Ahmedabad_WH,Road,Supplier_A,Weather
O-2589,2023-01-04,2023-01-06,2023-01-08,2023-01-07,Chennai,Ahmedabad_WH,Rail,Supplier_A,None
O-2590,2023-06-05,2023-06-08,2023-06-13,2023-06-15,Hyderabad,Mumbai_WH,Rail,Supplier_C,Customs Delay
O-2591,2023-02-13,2023-02-16,2023-02-19,2023-02-19,Bengaluru,Kolkata_WH,Rail,Supplier_C,None
O-2592,2023-02-21,2023-02-23,2023-03-01,2023-03-03,Hyderabad,Ahmedabad_WH,Road,Supplier_A,Customs Delay
O-2593,2023-08-21,2023-08-24,2023-08-28,2023-08-27,Pune,Delhi_WH,Air,Supplier_D,None
O-2594,2023-11-11,2023-11-13,2023-11-15,2023-11-15,Chennai,Ahmedabad_WH,Sea,Supplier_A,None
O-2595,2023-05-04,2023-05-05,2023-05-07,2023-05-06,Hyderabad,Ahmedabad_WH,Road,Supplier_C,None
O-2596,2023-08-14,2023-08-16,2023-08-22,2023-08-24,Bengaluru,Kolkata_WH,Rail,Supplier_A,Transport Breakdown
O-2597,2023-01-28,2023-01-30,2023-02-04,2023-02-03,Bengaluru,Delhi_WH,Road,Supplier_D,None
O-2598,2023-02-07,2023-02-09,2023-02-11,2023-02-14,Bengaluru,Delhi_WH,Road,Supplier_D,Transport Breakdown
O-2599,2023-05-24,2023-05-25,2023-05-28,2023-05-28,Hyderabad,Ahmedabad_WH,Rail,Supplier_C,None
O-2600,2023-01-01,2023-01-02,2023-01-06,2023-01-09,Pune,Mumbai_WH,Sea,Supplier_B,Customs Delay
O-2601,2023-08-07,2023-08-10,2023-08-13,2023-08-14,Chennai,Kolkata_WH,Air,Supplier_D,Transport Breakdown
O-2602,2023-12-06,2023-12-07,2023-12-11,2023-12-10,Hyderabad,Ahmedabad_WH,Air,Supplier_D,None
O-2603,2023-08-25,2023-08-28,2023-08-31,2023-08-30,Chennai,Kolkata_WH,Road,Supplier_D,None
O-2604,2023-02-22,2023-02-24,2023-02-28,2023-03-01,Hyderabad,Delhi_WH,Road,Supplier_B,Transport Breakdown
O-2605,2023-03-06,2023-03-09,2023-03-11,2023-03-12,Pune,Kolkata_WH,Air,Supplier_B,Traffic
O-2606,2023-04-09,2023-04-12,2023-04-16,2023-04-17,Bengaluru,Ahmedabad_WH,Air,Supplier_D,Traffic
O-2607,2023-09-02,2023-09-03,2023-09-06,2023-09-06,Bengaluru,Ahmedabad_WH,Road,Supplier_D,None
O-2608,2023-02-05,2023-02-08,2023-02-11,2023-02-11,Pune,Ahmedabad_WH,Road,Supplier_C,None
O-2609,2023-02-02,2023-02-05,2023-02-08,2023-02-07,Hyderabad,Ahmedabad_WH,Air,Supplier_A,None
O-2610,2023-05-21,2023-05-22,2023-05-25,2023-05-25,Hyderabad,Ahmedabad_WH,Air,Supplier_D,None
O-2611,2023-07-14,2023-07-17,2023-07-20,2023-07-22,Bengaluru,Mumbai_WH,Rail,Supplier_D,Weather
O-2612,2023-09-17,2023-09-18,2023-09-20,2023-09-19,Hyderabad,Ahmedabad_WH,Rail,Supplier_B,None
O-2613,2023-11-01,2023-11-04,2023-11-06,2023-11-08,Pune,Kolkata_WH,Sea,Supplier_C,Customs Delay
O-2614,2023-03-01,2023-03-03,2023-03-06,2023-03-08,Hyderabad,Mumbai_WH,Road,Supplier_B,Transport Breakdown
O-2615,2023-10-20,2023-10-21,2023-10-27,2023-10-28,Chennai,Ahmedabad_WH,Rail,Supplier_D,Transport Breakdown
O-2616,2023-04-22,2023-04-25,2023-05-01,2023-05-03,Hyderabad,Delhi_WH,Rail,Supplier_D,Customs Delay
O-2617,2023-07-05,2023-07-07,2023-07-10,2023-07-09,Bengaluru,Delhi_WH,Air,Supplier_A,None
O-2618,2023-12-16,2023-12-19,2023-12-25,2023-12-28,Bengaluru,Ahmedabad_WH,Road,Supplier_A,Customs Delay
O-2619,2023-01-12,2023-01-15,2023-01-19,2023-01-19,Bengaluru,Ahmedabad_WH,Sea,Supplier_A,None
O-2620,2023-11-16,2023-11-19,2023-11-23,2023-11-24,Bengaluru,Mumbai_WH,Road,Supplier_C,Weather
O-2621,2023-04-17,2023-04-20,2023-04-22,2023-04-21,Hyderabad,Mumbai_WH,Air,Supplier_B,None
O-2622,2023-11-24,2023-11-26,2023-11-29,2023-12-01,Pune,Mumbai_WH,Air,Supplier_B,Weather
O-2623,2023-11-10,2023-11-12,2023-11-18,2023-11-20,Hyderabad,Ahmedabad_WH,Road,Supplier_A,Weather
O-2624,2023-12-18,2023-12-21,2023-12-25,2023-12-26,Bengaluru,Delhi_WH,Road,Supplier_D,Weather
O-2625,2023-03-02,2023-03-04,2023-03-06,2023-03-07,Pune,Delhi_WH,Sea,Supplier_B,Traffic
O-2626,2023-03-10,2023-03-13,2023-03-19,2023-03-18,Chennai,Mumbai_WH,Rail,Supplier_B,None
O-2627,2023-03-31,2023-04-02,2023-04-05,2023-04-08,Hyderabad,Ahmedabad_WH,Road,Supplier_C,Weather
O-2628,2023-02-12,2023-02-14,2023-02-18,2023-02-21,Bengaluru,Mumbai_WH,Air,Supplier_D,Traffic
O-2629,2023-11-08,2023-11-09,2023-11-13,2023-11-14,Chennai,Mumbai_WH,Rail,Supplier_C,Weather
O-2630,2023-10-31,2023-11-03,2023-11-06,2023-11-05,Chennai,Ahmedabad_WH,Rail,Supplier_A,None
O-2631,2023-06-28,2023-07-01,2023-07-04,2023-07-04,Bengaluru,Delhi_WH,Road,Supplier_D,None
O-2632,2023-12-10,2023-12-13,2023-12-19,2023-12-22,Bengaluru,Mumbai_WH,Road,Supplier_D,Customs Delay
O-2633,2023-11-21,2023-11-23,2023-11-28,2023-11-27,Hyderabad,Delhi_WH,Air,Supplier_B,None
O-2634,2023-10-22,2023-10-24,2023-10-29,2023-10-29,Pune,Mumbai_WH,Road,Supplier_A,None
O-2635,2023-12-17,2023-12-20,2023-12-24,2023-12-25,Pune,Ahmedabad_WH,Road,Supplier_C,Weather
O-2636,2023-07-01,2023-07-04,2023-07-06,2023-07-08,Pune,Ahmedabad_WH,Rail,Supplier_B,Traffic
O-2637,2023-09-17,2023-09-18,2023-09-23,2023-09-24,Pune,Ahmedabad_WH,Road,Supplier_C,Transport Breakdown
O-2638,2023-02-18,2023-02-21,2023-02-24,2023-02-25,Hyderabad,Ahmedabad_WH,Road,Supplier_D,Traffic
O-2639,2023-07-29,2023-08-01,2023-08-07,2023-08-10,Chennai,Mumbai_WH,Air,Supplier_A,Weather
O-2640,2023-08-23,2023-08-24,2023-08-28,2023-08-29,Chennai,Mumbai_WH,Rail,Supplier_C,Traffic
O-2641,2023-12-30,2024-01-01,2024-01-05,2024-01-06,Bengaluru,Mumbai_WH,Sea,Supplier_C,Weather
O-2642,2023-08-29,2023-08-31,2023-09-02,2023-09-02,Pune,Kolkata_WH,Road,Supplier_C,None
O-2643,2023-03-28,2023-03-29,2023-04-04,2023-04-04,Bengaluru,Mumbai_WH,Road,Supplier_D,None
O-2644,2023-03-06,2023-03-08,2023-03-11,2023-03-12,Pune,Delhi_WH,Road,Supplier_C,Transport Breakdown
O-2645,2023-12-14,2023-12-16,2023-12-18,2023-12-17,Bengaluru,Kolkata_WH,Air,Supplier_B,None
O-2646,2023-02-01,2023-02-04,2023-02-09,2023-02-10,Chennai,Mumbai_WH,Road,Supplier_B,Weather
O-2647,2023-10-27,2023-10-28,2023-11-01,2023-11-02,Bengaluru,Mumbai_WH,Sea,Supplier_A,Traffic
O-2648,2023-10-23,2023-10-25,2023-10-31,2023-10-31,Bengaluru,Mumbai_WH,Road,Supplier_B,None
O-2649,2023-08-16,2023-08-19,2023-08-23,2023-08-23,Chennai,Ahmedabad_WH,Sea,Supplier_B,None
O-2650,2023-03-19,2023-03-20,2023-03-26,2023-03-25,Hyderabad,Mumbai_WH,Road,Supplier_A,None
O-2651,2023-07-29,2023-07-30,2023-08-05,2023-08-07,Pune,Ahmedabad_WH,Sea,Supplier_B,Traffic
O-2652,2023-09-11,2023-09-14,2023-09-20,2023-09-21,Pune,Ahmedabad_WH,Sea,Supplier_D,Traffic
O-2653,2023-03-20,2023-03-23,2023-03-27,2023-03-27,Chennai,Ahmedabad_WH,Sea,Supplier_A,None
O-2654,2023-01-01,2023-01-03,2023-01-06,2023-01-08,Hyderabad,Delhi_WH,Sea,Supplier_A,Traffic
O-2655,2023-10-23,2023-10-25,2023-10-27,2023-10-27,Pune,Ahmedabad_WH,Sea,Supplier_D,None
O-2656,2023-02-13,2023-02-16,2023-02-22,2023-02-21,Hyderabad,Delhi_WH,Rail,Supplier_A,None
O-2657,2023-08-28,2023-08-31,2023-09-02,2023-09-01,Bengaluru,Ahmedabad_WH,Sea,Supplier_B,None
O-2658,2023-02-12,2023-02-15,2023-02-17,2023-02-18,Pune,Ahmedabad_WH,Road,Supplier_B,Traffic
O-2659,2023-01-25,2023-01-26,2023-01-30,2023-01-31,Bengaluru,Kolkata_WH,Air,Supplier_B,Transport Breakdown
O-2660,2023-11-28,2023-11-30,2023-12-04,2023-12-04,Hyderabad,Kolkata_WH,Sea,Supplier_C,None
O-2661,2023-02-12,2023-02-14,2023-02-18,2023-02-17,Bengaluru,Kolkata_WH,Rail,Supplier_B,None
O-2662,2023-10-21,2023-10-24,2023-10-30,2023-11-01,Hyderabad,Ahmedabad_WH,Road,Supplier_D,Transport Breakdown
O-2663,2023-09-22,2023-09-25,2023-09-27,2023-09-28,Pune,Ahmedabad_WH,Road,Supplier_C,Weather
O-2664,2023-04-18,2023-04-19,2023-04-23,2023-04-24,Bengaluru,Ahmedabad_WH,Rail,Supplier_C,Customs Delay
O-2665,2023-09-19,2023-09-22,2023-09-28,2023-09-29,Hyderabad,Ahmedabad_WH,Air,Supplier_C,Customs Delay
O-2666,2023-03-21,2023-03-22,2023-03-27,2023-03-28,Bengaluru,Delhi_WH,Rail,Supplier_C,Customs Delay
O-2667,2023-05-25,2023-05-27,2023-05-31,2023-06-03,Chennai,Delhi_WH,Sea,Supplier_A,Weather
O-2668,2023-08-09,2023-08-10,2023-08-15,2023-08-15,Bengaluru,Kolkata_WH,Sea,Supplier_B,None
O-2669,2023-06-19,2023-06-21,2023-06-25,2023-06-26,Hyderabad,Ahmedabad_WH,Sea,Supplier_D,Weather
O-2670,2023-11-05,2023-11-07,2023-11-10,2023-11-12,Bengaluru,Kolkata_WH,Road,Supplier_D,Weather
O-2671,2023-08-05,2023-08-08,2023-08-12,2023-08-14,Hyderabad,Mumbai_WH,Road,Supplier_C,Traffic
O-2672,2023-11-11,2023-11-13,2023-11-19,2023-11-18,Hyderabad,Kolkata_WH,Rail,Supplier_A,None
O-2673,2023-10-02,2023-10-04,2023-10-07,2023-10-08,Hyderabad,Delhi_WH,Sea,Supplier_B,Weather
O-2674,2023-07-22,2023-07-24,2023-07-26,2023-07-27,Hyderabad,Delhi_WH,Rail,Supplier_B,Weather
O-2675,2023-06-23,2023-06-24,2023-06-26,2023-06-26,Chennai,Mumbai_WH,Sea,Supplier_A,None
O-2676,2023-06-18,2023-06-19,2023-06-21,2023-06-21,Hyderabad,Delhi_WH,Road,Supplier_C,None
O-2677,2023-04-17,2023-04-19,2023-04-24,2023-04-27,Chennai,Delhi_WH,Rail,Supplier_B,Transport Breakdown
O-2678,2023-03-18,2023-03-19,2023-03-25,2023-03-27,Bengaluru,Mumbai_WH,Air,Supplier_D,Transport Breakdown
O-2679,2023-06-25,2023-06-27,2023-06-30,2023-06-30,Hyderabad,Mumbai_WH,Air,Supplier_C,None
O-2680,2023-03-06,2023-03-08,2023-03-11,2023-03-11,Chennai,Delhi_WH,Air,Supplier_D,None
O-2681,2023-05-29,2023-05-31,2023-06-06,2023-06-09,Pune,Kolkata_WH,Sea,Supplier_C,Customs Delay
O-2682,2023-07-24,2023-07-27,2023-08-01,2023-08-01,Hyderabad,Kolkata_WH,Sea,Supplier_C,None
O-2683,2023-04-17,2023-04-18,2023-04-21,2023-04-24,Hyderabad,Mumbai_WH,Air,Supplier_D,Traffic
O-2684,2023-10-26,2023-10-29,2023-11-02,2023-11-02,Pune,Kolkata_WH,Sea,Supplier_B,None
O-2685,2023-12-22,2023-12-23,2023-12-26,2023-12-29,Chennai,Delhi_WH,Road,Supplier_B,Transport Breakdown
O-2686,2023-07-07,2023-07-08,2023-07-11,2023-07-13,Bengaluru,Delhi_WH,Air,Supplier_A,Weather
O-2687,2023-12-04,2023-12-07,2023-12-11,2023-12-13,Pune,Ahmedabad_WH,Rail,Supplier_D,Weather
O-2688,2023-08-15,2023-08-16,2023-08-20,2023-08-23,Chennai,Delhi_WH,Rail,Supplier_D,Weather
O-2689,2023-11-29,2023-12-01,2023-12-03,2023-12-02,Bengaluru,Ahmedabad_WH,Air,Supplier_B,None
O-2690,2023-08-26,2023-08-27,2023-08-29,2023-09-01,Hyderabad,Kolkata_WH,Rail,Supplier_D,Customs Delay
O-2691,2023-08-12,2023-08-13,2023-08-17,2023-08-16,Chennai,Mumbai_WH,Rail,Supplier_A,None
O-2692,2023-11-08,2023-11-10,2023-11-12,2023-11-12,Pune,Ahmedabad_WH,Air,Supplier_A,None
O-2693,2023-09-15,2023-09-18,2023-09-22,2023-09-24,Chennai,Kolkata_WH,Air,Supplier_C,Traffic
O-2694,2023-03-19,2023-03-20,2023-03-23,2023-03-26,Bengaluru,Delhi_WH,Air,Supplier_B,Traffic
O-2695,2023-06-04,2023-06-06,2023-06-09,2023-06-09,Hyderabad,Ahmedabad_WH,Road,Supplier_A,None
O-2696,2023-03-19,2023-03-20,2023-03-25,2023-03-27,Bengaluru,Ahmedabad_WH,Road,Supplier_B,Transport Breakdown
O-2697,2023-01-19,2023-01-21,2023-01-23,2023-01-22,Hyderabad,Kolkata_WH,Air,Supplier_A,None
O-2698,2023-06-26,2023-06-27,2023-07-02,2023-07-04,Hyderabad,Ahmedabad_WH,Air,Supplier_C,Weather
O-2699,2023-11-25,2023-11-28,2023-11-30,2023-11-29,Chennai,Ahmedabad_WH,Road,Supplier_A,None
O-2700,2023-01-07,2023-01-09,2023-01-15,2023-01-18,Hyderabad,Delhi_WH,Sea,Supplier_D,Weather
O-2701,2023-02-25,2023-02-28,2023-03-04,2023-03-07,Bengaluru,Ahmedabad_WH,Road,Supplier_A,Traffic
O-2702,2023-06-22,2023-06-25,2023-06-30,2023-07-01,Bengaluru,Ahmedabad_WH,Air,Supplier_B,Weather
O-2703,2023-10-09,2023-10-11,2023-10-15,2023-10-16,Chennai,Kolkata_WH,Road,Supplier_C,Weather
O-2704,2023-10-08,2023-10-11,2023-10-16,2023-10-16,Hyderabad,Mumbai_WH,Sea,Supplier_D,None
O-2705,2023-07-31,2023-08-02,2023-08-06,2023-08-09,Pune,Kolkata_WH,Sea,Supplier_D,Transport Breakdown
O-2706,2023-09-04,2023-09-06,2023-09-08,2023-09-07,Chennai,Ahmedabad_WH,Rail,Supplier_C,None
O-2707,2023-02-05,2023-02-06,2023-02-11,2023-02-14,Chennai,Ahmedabad_WH,Road,Supplier_C,Transport Breakdown
O-2708,2023-07-14,2023-07-16,2023-07-20,2023-07-20,Pune,Kolkata_WH,Sea,Supplier_C,None
O-2709,2023-11-20,2023-11-23,2023-11-27,2023-11-28,Pune,Kolkata_WH,Rail,Supplier_B,Weather
O-2710,2023-04-23,2023-04-26,2023-05-01,2023-05-04,Hyderabad,Mumbai_WH,Rail,Supplier_B,Transport Breakdown
O-2711,2023-05-13,2023-05-14,2023-05-20,2023-05-23,Bengaluru,Mumbai_WH,Sea,Supplier_D,Traffic
O-2712,2023-10-15,2023-10-17,2023-10-20,2023-10-22,Pune,Kolkata_WH,Road,Supplier_B,Transport Breakdown
O-2713,2023-11-10,2023-11-13,2023-11-18,2023-11-20,Pune,Kolkata_WH,Rail,Supplier_C,Weather
O-2714,2023-11-28,2023-11-30,2023-12-03,2023-12-04,Hyderabad,Delhi_WH,Sea,Supplier_A,Weather
O-2715,2023-09-21,2023-09-24,2023-09-29,2023-09-28,Hyderabad,Kolkata_WH,Road,Supplier_B,None
O-2716,2023-05-19,2023-05-22,2023-05-26,2023-05-29,Chennai,Delhi_WH,Road,Supplier_A,Weather
O-2717,2023-03-28,2023-03-31,2023-04-06,2023-04-08,Chennai,Ahmedabad_WH,Sea,Supplier_B,Weather
O-2718,2023-02-12,2023-02-14,2023-02-20,2023-02-23,Hyderabad,Delhi_WH,Road,Supplier_D,Customs Delay
O-2719,2023-08-02,2023-08-03,2023-08-05,2023-08-06,Bengaluru,Delhi_WH,Rail,Supplier_D,Transport Breakdown
